COUNTRY,Country,BIRTH,Place of birth,GENDER,Gender,RATE,Rate,YEAR,Year,Value
FIN,Finland,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2015,2015,78.5
FIN,Finland,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2016,2016,78.2
FIN,Finland,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2017,2017,79.8
FIN,Finland,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2018,2018,79.5
FIN,Finland,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2019,2019,78.9
FIN,Finland,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2020,2020,79.2
FIN,Finland,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2021,2021,83.2
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2011,2011,58.6
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2012,2012,59.1
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2013,2013,58.2
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2014,2014,55.2
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2015,2015,53.9
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2016,2016,51.9
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2017,2017,52.9
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2018,2018,54.9
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2019,2019,58.1
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2020,2020,59.1
FIN,Finland,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2021,2021,58.9
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2011,2011,13.3
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2012,2012,13.8
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2013,2013,15.2
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2014,2014,17.2
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2015,2015,18
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2016,2016,19.7
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2017,2017,17.5
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2018,2018,16.6
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2019,2019,13.2
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2020,2020,13.3
FIN,Finland,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2021,2021,15.9
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2011,2011,67.6
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2012,2012,68.5
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2013,2013,68.6
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2014,2014,66.6
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2015,2015,65.7
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2016,2016,64.6
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2017,2017,64.1
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2018,2018,65.8
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2019,2019,66.9
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2020,2020,68.3
FIN,Finland,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2021,2021,70
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2011,2011,62.1
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2012,2012,63.8
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2013,2013,63.4
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2014,2014,60.7
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2015,2015,59.3
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2016,2016,59
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2017,2017,60.3
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2018,2018,62.2
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2019,2019,64.2
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2020,2020,63.7
FIN,Finland,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2021,2021,66.2
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2011,2011,14
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2012,2012,14.2
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2013,2013,14.8
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2014,2014,16.8
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2015,2015,17.5
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2016,2016,17.6
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2017,2017,15.8
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2018,2018,14.1
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2019,2019,11.9
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2020,2020,13.5
FIN,Finland,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2021,2021,13.7
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2011,2011,72.2
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2012,2012,74.3
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2013,2013,74.4
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2014,2014,72.9
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2015,2015,71.8
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2016,2016,71.6
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2017,2017,71.6
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2018,2018,72.4
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2019,2019,72.9
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2020,2020,73.7
FIN,Finland,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2021,2021,76.7
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2011,2011,65.5
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2012,2012,66.2
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2013,2013,66.3
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2014,2014,63.8
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2015,2015,62.9
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2016,2016,63.6
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2017,2017,65.5
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2018,2018,67.9
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2019,2019,68
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2020,2020,68.6
FRA,France,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2021,2021,69.6
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2011,2011,14.3
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2012,2012,14.8
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2013,2013,16
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2014,2014,16.7
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2015,2015,17.8
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2016,2016,16.4
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2017,2017,14.9
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2018,2018,13.8
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2019,2019,12.4
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2020,2020,11.8
FRA,France,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2021,2021,11.6
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2011,2011,76.5
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2012,2012,77.7
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2013,2013,78.9
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2014,2014,76.7
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2015,2015,76.6
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2016,2016,76.1
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2017,2017,77
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2018,2018,78.7
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2019,2019,77.6
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2020,2020,78
FRA,France,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2021,2021,78.7
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2011,2011,49.8
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2012,2012,49.8
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2013,2013,48.4
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2014,2014,49.9
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2015,2015,48.8
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2016,2016,48.1
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2017,2017,48.8
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2018,2018,50.3
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2019,2019,50.9
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2020,2020,51.9
FRA,France,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2021,2021,53.7
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2011,2011,16.6
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2012,2012,15
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2013,2013,16.5
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2014,2014,16.4
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2015,2015,16.8
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2016,2016,17
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2017,2017,16
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2018,2018,15.6
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2019,2019,13.9
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2020,2020,13.3
FRA,France,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2021,2021,13.1
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2011,2011,59.7
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2012,2012,58.5
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2013,2013,58
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2014,2014,59.6
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2015,2015,58.7
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2016,2016,57.9
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2017,2017,58
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2018,2018,59.6
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2019,2019,59.1
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2020,2020,60
FRA,France,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2021,2021,61.8
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2011,2011,57.3
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2012,2012,57.6
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2013,2013,56.9
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2014,2014,56.4
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2015,2015,55.5
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2016,2016,55.3
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2017,2017,56.6
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2018,2018,58.5
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2019,2019,58.9
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2020,2020,59.8
FRA,France,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2021,2021,61.1
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2011,2011,15.4
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2012,2012,14.9
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2013,2013,16.2
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2014,2014,16.6
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2015,2015,17.3
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2016,2016,16.7
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2017,2017,15.4
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2018,2018,14.6
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2019,2019,13.1
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2020,2020,12.5
FRA,France,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2021,2021,12.3
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2011,2011,67.7
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2012,2012,67.7
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2013,2013,67.9
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2014,2014,67.6
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2015,2015,67.1
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2016,2016,66.4
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2017,2017,66.9
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2018,2018,68.5
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2019,2019,67.8
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2020,2020,68.7
FRA,France,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2021,2021,69.7
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2011,2011,76.1
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2012,2012,77.1
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2013,2013,77.2
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2014,2014,77
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2015,2015,76.8
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2016,2016,75.3
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2017,2017,74.7
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2018,2018,76.7
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2019,2019,78.4
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2020,2020,74.1
DEU,Germany,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2021,2021,75.8
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2011,2011,8.7
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2012,2012,8.7
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2013,2013,8.3
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2014,2014,8.3
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2015,2015,8.1
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2016,2016,7.3
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2017,2017,7.1
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2018,2018,6.6
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2019,2019,6.1
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2020,2020,7.7
DEU,Germany,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2021,2021,7.1
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2011,2011,83.4
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2012,2012,84.4
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2013,2013,84.2
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2014,2014,83.9
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2015,2015,83.5
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2016,2016,81.2
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2017,2017,80.5
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2018,2018,82.1
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2019,2019,83.5
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2020,2020,80.5
DEU,Germany,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2021,2021,81.5
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2011,2011,58.1
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2012,2012,59.3
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2013,2013,59.8
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2014,2014,60.1
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2015,2015,60.1
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2016,2016,60.5
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2017,2017,61.1
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2018,2018,61.8
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2019,2019,62.9
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2020,2020,59.4
DEU,Germany,FB,Foreign-born,WMN,Women,N_RATE,Employment rate,2021,2021,60.6
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2011,2011,9.1
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2012,2012,8.2
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2013,2013,7.9
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2014,2014,7.4
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2015,2015,7.3
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2016,2016,6.2
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2017,2017,5.4
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2018,2018,5.1
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2019,2019,4.9
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2020,2020,6.6
DEU,Germany,FB,Foreign-born,WMN,Women,U_RATE,Unemployment rate,2021,2021,5.6
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2011,2011,64
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2012,2012,64.6
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2013,2013,64.9
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2014,2014,64.9
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2015,2015,64.8
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2016,2016,64.5
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2017,2017,64.6
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2018,2018,65.2
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2019,2019,66.1
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2020,2020,63.6
DEU,Germany,FB,Foreign-born,WMN,Women,P_RATE,Participation rate,2021,2021,64.2
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2011,2011,66.9
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2012,2012,68
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2013,2013,68.3
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2014,2014,68.4
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2015,2015,68.4
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2016,2016,68
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2017,2017,68.1
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2018,2018,69.5
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2019,2019,70.8
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2020,2020,66.9
DEU,Germany,FB,Foreign-born,TOT,Total,N_RATE,Employment rate,2021,2021,68.3
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2011,2011,8.9
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2012,2012,8.5
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2013,2013,8.1
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2014,2014,7.9
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2015,2015,7.7
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2016,2016,6.8
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2017,2017,6.4
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2018,2018,6
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2019,2019,5.6
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2020,2020,7.1
DEU,Germany,FB,Foreign-born,TOT,Total,U_RATE,Unemployment rate,2021,2021,6.5
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2011,2011,73.4
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2012,2012,74.3
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2013,2013,74.3
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2014,2014,74.2
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2015,2015,74.1
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2016,2016,73
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2017,2017,72.7
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2018,2018,73.9
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2019,2019,75
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2020,2020,72.3
DEU,Germany,FB,Foreign-born,TOT,Total,P_RATE,Participation rate,2021,2021,73
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2011,2011,70
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2012,2012,58.1
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2013,2013,56.3
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2014,2014,58.9
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2015,2015,61
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2016,2016,64.8
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2017,2017,65
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2018,2018,67.9
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2019,2019,67.7
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2020,2020,64
GRC,Greece,FB,Foreign-born,MEN,Men,N_RATE,Employment rate,2021,2021,70.1
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2011,2011,21.5
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2012,2012,34.6
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2013,2013,37.3
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2014,2014,33.8
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2015,2015,31.4
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2016,2016,27.6
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2017,2017,26.2
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2018,2018,22.9
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2019,2019,23.5
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2020,2020,25.4
GRC,Greece,FB,Foreign-born,MEN,Men,U_RATE,Unemployment rate,2021,2021,16.6
GRC,Greece,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2011,2011,89.2
GRC,Greece,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2012,2012,88.9
GRC,Greece,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2013,2013,89.7
GRC,Greece,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2014,2014,89
GRC,Greece,FB,Foreign-born,MEN,Men,P_RATE,Participation rate,2015,2015,89
